Ligand SMILES,activity_class
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCC(C)C)N(C)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(=O)N[C@H](C)c2ccccc2)C(\C)=N/OCC=C)c1,moderately_active
CO\N=C(\C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(=O)NC(C)c1ccc(F)cc1,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(\C)=N/OCC(C)C,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(C)N,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(=O)N[C@H](C)c2ccccc2)C(C)O)c1,moderately_active
CO\N=C(\C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(=O)N[C@H](C)c1ccccc1,moderately_active
CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccc(OC)cc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(c2)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCc2ccccc2)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCc2ccccc2)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(c2)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)N(C)S(C)(=O)=O)C(C)O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)N(C)S(C)(=O)=O)C(C)O)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccc(OC)cc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(c2)N(C)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)N2CCCCS2(=O)=O)C(C)N=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)N2CCCCS2(=O)=O)C(C)N=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(c2)N(C)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(=O)NC(C)c2ccc(F)cc2)C(\C)=N/OCC=C)c1,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(\C)=N/OCC=C,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCc2ccccc2)N(C)S(C)(=O)=O)c1,very_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(\C)=N/OC,moderately_active
CCCN(CCC)C(=O)c1cc(CCO)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(C)NC(C)=O,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N\OCC(C)C)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Sc2ccccc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(=O)N[C@H](C)c2ccccc2)C(\C)=N/OCC=C)c1,moderately_active
CO\N=C(\C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(=O)NC(C)c1ccc(F)cc1,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccccc2OC)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCC=C)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
CO\N=C(/C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N(c1ccccc1)S(C)(=O)=O,moderately_active
CO\N=C(/C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N(C)S(C)(=O)=O,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccccc2OC)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)S(=O)(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(C)=O)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCC=C)N(C)S(C)(=O)=O)c1,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)C(C)N=O,very_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)N2CCCCS2(=O)=O)C(C)O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(C)=O)N(C)S(C)(=O)=O)c1,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCC=C)N2CCCCS2(=O)=O)c1,moderately_active
CCCN(CCC)C(=O)c1cc(C)cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CO\N=C(/C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N(c1ccccc1)S(C)(=O)=O,moderately_active
CO\N=C(/C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N(C)S(C)(=O)=O,moderately_active
COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(cc(c2)C(\C)=N/OCC=C)N(c2ccccc2)S(C)(=O)=O)c1,moderately_active
CCCO\N=C(\C)c1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,moderately_active
CCCN(CCC)C(=O)c1cc(cc(c1)S(=O)(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1,moderately_active
CC(C)[C@H](NC(=O)C(C)CP(O)(O)C1=NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCCC1)NC(=O)[C@@H](N)CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
CC(C)C[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)P(O)(=O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
CC(C)C[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(O)=O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,very_active
CC(C)[C@H](NC(=O)CCC(O)(CCc1ccccc1)C(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCc1ccccc1,inactive
CC(C)[C@H](NC(=O)CCC(O)(Cc1ccccc1)C(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCc1ccc(cc1)C(O)=O,inactive
C[C@@H](NC(=O)c1cc(NC(=O)CC[C@@](O)(Cc2ccccc2)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)cc(c1)N(C)S(C)(=O)=O)c1ccccc1,moderately_active
CC(C)[C@H](NC(=O)CCC(O)(Cc1ccccc1)C(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCc1ccccc1,moderately_active
CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)CCc1ccccc1)C(=O)NCc1ccccc1,moderately_active
COC(=O)c1ccc(CNC(=O)[C@@H](NC(=O)CCC(O)(Cc2ccccc2)C(=O)Nc2cc(cc(c2)C(=O)N[C@H](C)c2ccc(F)cc2)N(C)S(C)(=O)=O)C(C)C)cc1,inactive
COC(=O)c1ccc(NC(=O)[C@@H](NC(=O)CCC(O)(Cc2ccccc2)C(=O)Nc2cc(cc(c2)C(=O)N[C@H](C)c2ccc(F)cc2)N(C)S(C)(=O)=O)C(C)C)cc1,moderately_active
C[C@@H](NC(=O)c1cc(NC(=O)C(O)(CCC(=O)N[C@@H]2[C@H](O)Cc3ccccc23)Cc2ccccc2)cc(c1)N(C)S(C)(=O)=O)c1ccc(F)cc1,inactive
CC(C)[C@H](NC(=O)CCC(O)(Cc1ccccc1)C(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)Nc1ccc(cc1)C(O)=O,inactive
CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)CCc1ccccc1)C(=O)Nc1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(NC(=O)CC[C@](O)(Cc2ccccc2)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)cc(c1)N(C)S(C)(=O)=O)c1ccccc1,moderately_active
CC(C)[C@H](NC(=O)CCC(O)(CCc1ccccc1)C(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)C(=O)NCc1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(NC(=O)CCC(O)(CCc2ccccc2)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)cc(c1)N(C)S(C)(=O)=O)c1ccccc1,moderately_active
Fc1ccc2nc(NC(=O)c3ccc4c(Nc5ccccc5NC4=O)c3)[nH]c2c1,
O=C(Nc1ccncc1)c1ccc2c(Nc3ccccc3NC2=O)c1,
O=C(Nc1nc(c[nH]1)-c1ccncc1)c1ccc2c(Nc3ccccc3NC2=O)c1,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
Fc1ccc(cc1)-c1c[nH]c(NC(=O)c2ccc3c(Nc4ccccc4NC3=O)c2)n1,
Fc1ccc(NC(=O)c2ccc3c(Nc4ccccc4NC3=O)c2)cc1,
C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNC1CC1)c1ccc(F)cc1,
O=C(Nc1nc2ccncc2[nH]1)c1ccc2c(Nc3ccccc3NC2=O)c1,
CO[C@@H](COCc1ccc(OC)cc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](COCc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](COC(C)C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](CO)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,inactive
CO[C@@H](CNCc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,inactive
CO[C@@H](CNc1ccc(F)cc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
COC[C@@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)OC,inactive
CO[C@@H](COCc1ccc(OC)cc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(nc(c1)N(C)S(C)(=O)=O)N(C)C[C@H]1C[C@@H]1C,moderately_active
CO[C@@H](COCC1CC1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](CNCc1ccccc1)C[C@@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,inactive
CO[C@@H](CNc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,very_active
CCc1cn2CCS(=O)(=O)N(C)c3ccc(C(=O)N[C@@H](COc4cc(F)cc(F)c4)[C@@H](O)C[C@H](COCc4ccc(OC)cc4)OC)c1c23,moderately_active
CO[C@@H](COc1ccccc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](COCC=C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,moderately_active
CO[C@@H](COCc1cccc(OC)c1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,inactive
CO[C@@H](COCc1ccc(F)cc1)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccccc1)N(C)S(C)(=O)=O,inactive
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(CCC3CCCCC3)(CC(C)C)C2=O)cc1,moderately_active
CCC[C@H]1CN(Cc2ccc(CN3C(N)=NC(CCC4CCCCC4)(CC4CCCCC4)C3=O)cc2)C(=O)N1,moderately_active
CCCCOc1ccc(CSC(N)=N)cc1Cl,
CC1(C)N=C(N)N(Cc2cccc(Cl)c2)C1=O,
CN1C(N)=NC(C1=O)(c1ccccc1)c1ccccc1,inactive
CCCCOc1ccc(CSC(N)=N)cc1Cl,inactive
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(C)(CC(C)C)C2=O)cc1,inactive
CN1C(N)=N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O,moderately_active
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(CCc3ccccc3)(CC(C)C)C2=O)cc1,inactive
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(C)(CC3CCCCC3)C2=O)cc1,moderately_active
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(CC3CCCCC3)(CC3CCCCC3)C2=O)cc1,moderately_active
CCCCNC(=O)NCc1ccc(CN2C(N)=NC(CCC3CCCCC3)(CC3CCCCC3)C2=O)cc1,moderately_active
CN1C(N)=N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O,moderately_active
CC(C)CC1(C)N=C(N)N(Cc2ccc(CNC(=O)Nc3ccc(cc3)C#N)cc2)C1=O,moderately_active
CN1C(N)=NC(C1=O)(c1ccccc1)c1ccccc1,moderately_active
CC(C)CC1(C)N=C(N)N(Cc2cccc(Cl)c2)C1=O,
CN(Cc1ccco1)Cc1cccc(CCc2cccnc2N)c1,inactive
CCC\C=C(/CC)CSC(N)=N,
CCCCOc1ccc(CSC(N)=N)cc1Cl,
CCCCOc1ccc(CSC(N)=N)cc1Cl,inactive
Nc1ncccc1CCc1cccc(Cl)c1,
COc1ccc(cc1)C1(N=C(N)N2CCCN=C12)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
COc1ccc(cc1)C1(N=C(N)N2CCCN=C12)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NOCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NOCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NCCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NCCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(CCC2CC2)c1,moderately_active
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(CCC2CC2)c1,
CC(C)(C)c1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccccc1,inactive
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(Cc2ccccc2)c1,moderately_active
CCOc1ccc(cc1OCC)C1(N=C(N)N2CCCN=C12)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=N[C@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=NC(C2=NCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=NC(\C2=N\CCCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
CCCOc1ccc(cc1)-c1ccc(-c2ccccc2Cl)n1CC(=O)NC(=N)NCCCO,moderately_active
CCCc1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccc(OC(F)(F)F)cc1,moderately_active
COc1ccc(Cc2cccc(c2)C2(N=C(N)N3CCCN=C23)c2ccccc2)cc1,moderately_active
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,moderately_active
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,moderately_active
NC1=NC(C2=NCCCN12)(c1ccccc1)c1ccccc1,inactive
COc1ccc(cc1)C1(N=C(N)N2CCCN=C12)c1cccc(c1)-c1cncnc1,moderately_active
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(c1)C(F)(F)F,inactive
COc1ccc(cc1)C1(N=C(N)N2CCCN=C12)c1cccc(c1)-c1cncnc1,
NC1=NC(C2=NCCCN12)(c1ccccc1)c1ccccc1,
COc1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccccc1,inactive
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(c1)C(F)(F)F,
COc1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccccc1,
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(Cc2ccc(F)cc2)c1,
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(Br)c1,
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(Cc2ccc(F)cc2)c1,moderately_active
CC(C)(C)c1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccccc1,
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(Br)c1,moderately_active
CC1(C)CN2C(N)=NC(C2=N1)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=NC(C2=NCCCN12)(c1ccccc1)c1cccc(Cc2ccccc2)c1,
NC1=N[C@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,moderately_active
CC1(C)CN2C(N)=NC(C2=N1)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=N[C@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,
NC1=NC(C2=NCCCN12)(c1ccc2OCOc2c1)c1cccc(c1)-c1cccnc1F,moderately_active
NC1=N[C@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(\C2=N\CCCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
NC1=NC(C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,
CCCc1cccc(c1)C1(N=C(N)N2CCCN=C12)c1ccc(OC(F)(F)F)cc1,
NC1=NC(C2=NCCCN12)(c1cccc(c1)-c1cccnc1F)c1ccc2OCCOc2c1,moderately_active
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,very_active
NC1=NC(C2=NCCCN12)(c1ccc2OC(F)(F)Oc2c1)c1cccc(c1)-c1cccnc1F,moderately_active
COc1ccc(Cc2cccc(c2)C2(N=C(N)N3CCCN=C23)c2ccccc2)cc1,
NC1=N[C@@](C2=NCCCN12)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cncnc1,
COc1ccc(cc1)C(Cc1ccc(cc1)C(F)(F)F)c1cn(C)c(N)n1,moderately_active
COC1=CC2CCC(Cc3cc(ccc3OC)[N+]([O-])=O)(C2C=C1)c1cn(C)c(N)n1,moderately_active
COC1=CC2CCC(Cc3ccc(cc3)C(F)(F)F)(C2C=C1)c1cn(C)c(N)n1,moderately_active
COC1=C(F)C2CCC(Cc3ccc(cc3)C(F)(F)F)(C2C=C1)c1cn(C)c(N)n1,moderately_active
COc1ccc(cc1)C(Cc1cc(ccc1OC)[N+]([O-])=O)c1cn(C)c(N)n1,moderately_active
COc1ccc(cc1C#N)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1,
COc1ccc(cc1C)[C@@]1(N=C(N)N(C)C1=O)c1ccc(F)c(c1)-c1cccnc1F,
CN1C(N)=NC(C1=O)(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)-c1cccnc1F,
CN1C(N)=N[C@](C1=O)(c1ccc(OC(F)(F)F)cc1)c1ccc(F)c(c1)-c1cncnc1,
COc1ncccc1-c1cccc(c1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,
COc1ccc(cc1C#N)C1(N=C(N)N(C)C1=O)c1cccc(c1)-c1cccnc1,moderately_active
